KerbsideID,Latitude,Longitude,RoadSegmentDescription,Zone_Number
,-37.8160713,144.9757926,Wellington Parade South between Wellington Crescent and Flinders Street,7301.0
,-37.815979,144.9751143,Wellington Parade South between Wellington Crescent and Flinders Street,7301.0
,-37.8159522,144.9749179,Wellington Parade South between Wellington Crescent and Flinders Street,7301.0
,-37.8159571,144.9749536,Wellington Parade South between Wellington Crescent and Flinders Street,7301.0
18168,-37.8079426,144.972308,Victoria Parade between Nicholson Street and Spring Street,7297.0
,-37.8082797,144.9743519,Victoria Parade between Nicholson Street and Gisborne Street,7245.0
,-37.8086557,144.9778052,Victoria Parade between Morrison Place and Lansdowne Street,7260.0
,-37.8088482,144.9795549,Victoria Parade between Eades Street and Lansdowne Street,7260.0
,-37.8089802,144.9807431,Victoria Parade between Eades Street and Lansdowne Street,7251.0
,-37.8058752,144.9424684,Stawell Street between Ireland Street and Dynon Road,
62547,-37.8180776,144.9556368,Francis Street between King Street and Spencer Street,7354.0
,-37.8147667,144.9710752,Chester Lane from Flinders Lane,7401.0
,-37.8338675,144.9800892,Domain Road between Hope Street and Millswyn Street,
,-37.8338852,144.9802236,Domain Road between Hope Street and Millswyn Street,
,-37.8341598,144.9806264,Millswyn Street between Domain Road and St Martins Lane,
,-37.8274458,144.9607824,Moray Street between Hancock Street and Westgate Freeway,
,-37.8010145,144.9720517,Carlton Street between Canning Street and Rathdowne Street,
,-37.8007855,144.9709131,Carlton Street between Canning Street and Rathdowne Street,
,-37.8008564,144.9715865,Carlton Street between Canning Street and Rathdowne Street,
,-37.8011152,144.9730063,Carlton Street between Nicholson Street and Canning Street,
,-37.8011433,144.9732764,Carlton Street between Nicholson Street and Canning Street,
,-37.8011644,144.9734791,Carlton Street between Nicholson Street and Canning Street,
,-37.8009908,144.9728997,Carlton Street between Nicholson Street and Canning Street,
,-37.8010934,144.9738662,Carlton Street between Nicholson Street and Canning Street,
,-37.8011104,144.9740242,Carlton Street between Nicholson Street and Canning Street,
,-37.8102995,144.9861124,Powlett Street between Albert Street and Victoria Parade,7270.0
,-37.8100271,144.9861585,Powlett Street between Albert Street and Victoria Parade,7270.0
,-37.8098195,144.9861936,Powlett Street between Albert Street and Victoria Parade,7246.0
,-37.8098929,144.9864138,Powlett Street between Albert Street and Victoria Parade,7246.0
,-37.811723,144.9855372,Grey Street between Powlett Street and Clarendon Street,7270.0
,-37.8116988,144.9853204,Grey Street between Powlett Street and Clarendon Street,7270.0
,-37.8116194,144.9846075,Grey Street between Powlett Street and Clarendon Street,7243.0
,-37.8116156,144.9837067,Grey Street between Powlett Street and Clarendon Street,7250.0
,-37.8116707,144.9842225,Grey Street between Powlett Street and Clarendon Street,7250.0
,-37.8116525,144.9840526,Grey Street between Powlett Street and Clarendon Street,7250.0
,-37.8116464,144.9839952,Grey Street between Powlett Street and Clarendon Street,7250.0
,-37.8119184,144.9856057,Grey Street between Powlett Street and Clarendon Street,7270.0
,-37.8094677,144.9838252,Clarendon Street between Albert Street and Victoria Parade,7243.0
,-37.8098364,144.983763,Clarendon Street between Albert Street and Victoria Parade,7243.0
,-37.7942039,144.9754056,Nicholson Street between Kay Street and Princes Street,
,-37.7938772,144.9754627,Nicholson Street between Kay Street and Princes Street,
,-37.7967223,144.974976,Intersection of Nicholson Street and Palmerston Street,
,-37.7966732,144.9749843,Intersection of Nicholson Street and Palmerston Street,
,-37.7930171,144.9698905,Drummond Street between Palmerston Street and Princes Street,
,-37.795456,144.9709737,Rathdowne Street between Pitt Street and Kay Street,7049.0
61137,-37.816742,144.9660927,Flinders Lane between Swanston Street and Elizabeth Street,7450.0
,-37.8005235,144.9685955,Drummond Street between Grattan Street and Faraday Street,
,-37.7964335,144.9683941,Little Palmerston Street between Drummond Street and Pl5268,
,-37.799771,144.9715412,Barkly Street between Canning Street and Rathdowne Street,
,-37.8001956,144.9707864,Barkly Street between Canning Street and Rathdowne Street,
,-37.7959511,144.9733138,Intersection of Canning Street and Pitt Street,7049.0
,-37.8034413,144.9439063,Little Dryburgh Street South from Lothian Street,
,-37.8037991,144.9438428,Little Dryburgh Street South from Lothian Street,
,-37.7978853,144.9660385,Cardigan Street between Faraday Street and Elgin Street,
,-37.8003265,144.9709055,Barkly Street between Canning Street and Rathdowne Street,
,-37.7945269,144.9666184,Cardigan Street between Keppel Street and Lytton Street,
,-37.7965815,144.9661388,Cardigan Street between Elgin Street and Keppel Street,
,-37.7987543,144.9681159,Faraday Street between Drummond Street and Lygon Street,
,-37.8247829,144.9453712,River Esplanade between Webb Bridge and Swinging Basin Lane,
,-37.8249773,144.9448058,Lorimer Street between Westgate Freeway and Hartley Street,
,-37.8249312,144.9439414,Lorimer Street between Westgate Freeway and Hartley Street,
,-37.8181244,144.9464425,Harbour Esplanade between Bourke Street and La Trobe Street,7173.0
,-37.8181775,144.9464659,Harbour Esplanade between Bourke Street and La Trobe Street,7173.0
,-37.816783,144.9456404,Harbour Esplanade between Bourke Street and La Trobe Street,7938.0
,-37.816839,144.9456651,Harbour Esplanade between Bourke Street and La Trobe Street,7938.0
,-37.7954365,144.974734,Kay Street between Nicholson Street and Station Street,7049.0
,-37.7989593,144.9691864,Faraday Street between Rathdowne Street and Drummond Street,
,-37.8020559,144.9473784,Provost Street between Curzon Street and Abbotsford Street,7722.0
,-37.8348922,144.9831965,Leopold Street between Toorak Road and Domain Road,
,-37.7958175,144.9573606,Morrah Street between Royal Parade and Fitzgibbon Street,7800.0
,-37.8247705,144.9243388,Douglas Street between Turner Street and Cook Street,
,-37.7956406,144.9336251,Hardiman Street between Bent Street and Albermarle Street,
,-37.7962244,144.9554993,Benjamin Street between Story Street and Morrah Street,
,-37.8028585,144.9488161,Queensberry Street between Errol Street and Curzon Street,7722.0
,-37.7779713,144.9589481,Park Street between West Coburg Tramway and Royal Parade,
,-37.8006544,144.9477073,Arden Street between Curzon Street and Abbotsford Street,
,-37.8246798,144.9243108,Douglas Street between Turner Street and Cook Street,
,-37.8079908,144.9435586,Abbotsford Street between Railway Place and Adderley Street,
,-37.7962667,144.9331864,Albermarle Street between Chelmsford Street and Hardiman Street,
,-37.8101605,144.9458927,Stanley Street between Railway Place and Adderley Street,
,-37.8185117,144.9892815,Webb Lane from Berry Street,
,-37.7771402,144.9396525,Cade Way between Garrard Street and Garrard Street,
,-37.8366793,144.9783677,Domain Street between Toorak Road and Bromby Street,7348.0
,-37.7941071,144.9570394,Fitzgibbon Street between Bayles Street and Degraves Street,
,-37.7961532,144.9566609,Fitzgibbon Street between Story Street and Morrah Street,7800.0
,-37.7968181,144.9231179,Kensington Road between Altona Street and Mercantile Parade,
,-37.8268587,144.924981,Douglas Street between Turner Street and Cook Street,
,-37.7976566,144.9393601,Henderson Street between Fogarty Street and Gracie Street,
,-37.802418,144.9440005,Queensberry Street between Lothian Street and Dryburgh Street,
,-37.7955591,144.9544641,Park Drive between Story Street and Morrah Street,
,-37.7998056,144.9403038,Arden Street between Laurens Street and Fogarty Street,
,-37.8231552,144.909224,Lorimer Street between West Gate Bridge and Todd Road,
,-37.8411373,144.9780012,Armadale Street from St Kilda Road,
,-37.7771022,144.9395957,Cade Way between Garrard Street and Garrard Street,
,-37.8156497,144.988599,George Street between Hoddle Street and Simpson Street,
,-37.7926326,144.9213842,Graham Street between Westbourne Road and Sherwin Street,
,-37.7942311,144.9158117,Speakmen Street between Stockmans Way and Smithfield Road,
,-37.7953427,144.9377236,Macaulay Road between Boundary Road and Langford Street,
,-37.8172558,144.9787311,Jolimont Road between Brunton Avenue and Wellington Parade South,7301.0
,-37.7948322,144.9201255,The Crescent between Mercantile Parade and Gatehouse Drive,
,-37.8152484,144.9849512,George Street between Powlett Street and Clarendon Street,
,-37.8072241,144.9485233,Roden Street between Spencer Street and King Street,
,-37.7955913,144.9398451,Canning Street between Vaughan Terrace and Macaulay Road,
,-37.8018483,144.9426865,Munster Terrace between Queensberry Street and Arden Street,
,-37.7942236,144.9157532,Speakmen Street between Stockmans Way and Smithfield Road,
,-37.80992,144.9449584,Roden Street between Railway Place and Adderley Street,
,-37.8230596,144.9095357,Lorimer Street between West Gate Bridge and Todd Road,
,-37.8230031,144.909719,Lorimer Street between West Gate Bridge and Todd Road,
,-37.8080246,144.9444196,Adderley Street between Hawke Street and Abbotsford Street,
,-37.8064942,144.9446025,Abbotsford Street between Ireland Street and Spencer Street,
,-37.8145078,144.9890402,Hotham Street between Hoddle Street and Simpson Street,
,-37.799597,144.9546427,Flemington Road between Wreckyn Street and Villiers Street,7757.0
,-37.7982924,144.9449964,Haines Street between Abbotsford Street and Dryburgh Street,
,-37.8344558,144.9787492,Domain Street between Bromby Street and Domain Road,7348.0
,-37.7955988,144.9252392,Kensington Road between Derby Street and Altona Street,
,-37.797046,144.9568819,Story Street between Royal Parade and Fitzgibbon Street,7800.0
,-37.8088061,144.976777,Morrison Place between Victoria Parade and Albert Street,7236.0
,-37.7987428,144.9443726,Dryburgh Street between O'Shanassy Street and Haines Street,
,-37.7955299,144.9447057,Dryburgh Street between Canning Street and Erskine Street,
,-37.815771,144.9897251,George Street between Hoddle Street and Simpson Street,
,-37.8299415,144.9118231,Todd Road between Cook Street and Wharf Road,
,-37.8006133,144.9473352,Arden Street between Curzon Street and Abbotsford Street,
,-37.7957495,144.9249771,Kensington Road between Derby Street and Altona Street,
,-37.8024149,144.9439728,Queensberry Street between Lothian Street and Dryburgh Street,
,-37.7997397,144.9570145,Grattan Street between Flemington Road and Elizabeth Street,7726.0
,-37.7986397,144.9480337,Haines Street between Curzon Street and Abbotsford Street,
,-37.803413,144.9521246,Queensberry Street between Chetwynd Street and Leveson Street,7739.0
,-37.7997906,144.9384856,Arden Street between Fogarty Street and Langford Street,
,-37.8282959,144.9018228,Lorimer Street between West Gate Bridge and Todd Road,
,-37.7916448,144.9252769,Epsom Road between Bayswater Road and Westbourne Road,
,-37.7952069,144.9312865,Eastwood Street between Hardiman Street and MacAulay Road,
,-37.7983025,144.9450854,Haines Street between Abbotsford Street and Dryburgh Street,
,-37.7969637,144.9561755,Story Street between Benjamin Street and Fitzgibbon Street,7800.0
,-37.805706,144.9457879,Miller Street between Curzon Street and Abbotsford Street,
,-37.8009234,144.9503644,Arden Street between Leveson Street and Errol Street,
,-37.7937665,144.9188076,Willis Street between Stockmans Way and The Crescent,
,-37.7960223,144.9183016,Taylor Mews between Fairbairn Drive and Hobsons Road,
,-37.8286143,144.9015713,Lorimer Street between West Gate Bridge and Todd Road,
,-37.7998378,144.9389145,Arden Street between Fogarty Street and Langford Street,
,-37.8240986,144.9073095,Lorimer Street between West Gate Bridge and Todd Road,
,-37.7961308,144.9555109,Benjamin Street between Story Street and Morrah Street,
,-37.8401549,144.9858115,Park Place from Punt Road,
,-37.8026716,144.9436708,Dryburgh Street between Victoria Street and Queensberry Street,
,-37.8015283,144.9534233,Courtney Street between Blackwood Street and Wreckyn Street,7766.0
,-37.8182609,144.9893237,Webb Lane from Berry Street,
,-37.8365287,144.9783986,Domain Street between Toorak Road and Bromby Street,7348.0
,-37.8251775,144.9053997,Lorimer Street between West Gate Bridge and Todd Road,
,-37.8246338,144.9242967,Douglas Street between Turner Street and Cook Street,
,-37.8274185,144.9242161,Vegemite Way between Salmon Street and Douglas Street,
,-37.8013272,144.9465781,Baillie Street between Curzon Street and Abbotsford Street,
,-37.7966682,144.9401437,MacAulay Road between Fogarty Street and Gracie Street,
,-37.8034564,144.9533643,Queensberry Street between Howard Street and Chetwynd Street,7712.0
,-37.7989123,144.9229588,Childers Street between Ormond Street and Kensington Road,
,-37.7878978,144.9424708,Manningham Street between Southgate Street and Church Street,
,-37.8296518,144.9007435,Lorimer Street between West Gate Bridge and Todd Road,
,-37.8005769,144.9470044,Arden Street between Curzon Street and Abbotsford Street,
,-37.794779,144.9168364,Stockmans Way between Speakmen Street and Simpson Walk,
,-37.7923965,144.921431,Sherwin Street between Graham Street and McTaggart Street,
,-37.8014845,144.9479784,Baillie Street between Curzon Street and Abbotsford Street,7722.0
,-37.8025713,144.9462417,Queensberry Street between Curzon Street and Abbotsford Street,7722.0
,-37.8131861,144.9896568,Darling Street between Grey Street and Gipps Street,7271.0
,-37.8284605,144.9118242,Todd Road between Cook Street and Wharf Road,
,-37.7983308,144.9453349,Haines Street between Abbotsford Street and Dryburgh Street,
,-37.8073524,144.9447923,Ireland Street between Hawke Street and Abbotsford Street,
,-37.7879982,144.9587792,Royal Parade between MacArthur Road and Leonard Street,
,-37.7970011,144.9564966,Story Street between Benjamin Street and Fitzgibbon Street,7800.0
,-37.8151539,144.9828663,Clarendon Street between Wellington Parade and George Street,7250.0
